age,height,hhincome,female
80,1.8796,12.0,0
75,1.6002,12.0,1
76,1.6002,16.344,1
76,1.7272,84.292,0
72,1.6764,25.0,1
88,1.8796,1.158,0
80,1.6256,68.484,1
78,1.7653,10.572,0
79,1.8542,18.0,0
81,1.8288,12.148,0
74,1.7526,40.5,0
71,1.5748,40.5,1
79,1.6764,9.456,1
77,1.6764,7.8,1
63,1.7018,25.788,1
62,1.778,20.712,1
75,1.6891,20.376,0
71,1.651,20.376,1
80,1.778,14.58,0
80,1.6764,39.22556613,1
69,1.7526,33.584,1
72,1.8542,33.584,0
76,1.6256,14.58,1
78,1.7272,12.168,0
74,1.7399,69.92507044,0
68,1.6002,69.92507044,1
79,1.6256,25.4,1
76,1.6002,6.42,1
79,1.5621,19.228,1
72,1.651,27.29,1
73,1.6891,228.3000936,0
58,1.5875,228.3000936,1
81,1.6002,41.87199621,1
75,1.7526,38.4,0
73,1.6002,38.4,1
72,1.8542,90.726,0
73,1.651,90.726,1
79,1.5748,24.0,1
95,1.8288,24.0,0
82,1.524,43.704,1
85,1.6764,43.704,0
75,1.8288,10.752,0
74,1.6256,12.0,1
81,1.6764,12.0,1
83,1.7907,155.4,0
72,1.651,124.2,0
69,1.5621,124.2,1
78,1.5748,30.862,1
86,1.7272,30.862,0
82,1.7272,135.0987076,0
69,1.7272,135.0987076,1
74,1.6383,34.88,1
72,1.5494,588.92,1
68,1.8542,588.92,0
81,1.7018,88.396,0
76,1.6764,42.907,0
68,1.651,42.907,1
75,1.6891,32.4,1
80,1.8288,32.4,0
82,1.7272,8.808,0
54,1.6764,17.676,1
78,1.5748,66.795,1
79,1.7018,66.795,0
71,1.5748,14.4,1
66,1.6002,31.41945133,1
74,1.6256,9.63,0
67,1.524,9.63,1
72,1.778,26.4,0
72,1.4986,26.4,1
77,1.6256,2236.911522,1
74,1.5494,27.236,1
77,1.651,27.236,0
63,1.524,40.046,1
66,1.8288,40.046,0
73,1.524,16.08,1
88,1.6002,16.08,0
66,1.6764,4033.927465,0
68,1.6764,4033.927465,1
76,1.5494,29.832,1
79,1.8542,29.832,0
75,1.7526,74.534,0
74,1.651,74.534,1
79,1.6764,43.83,0
78,1.524,43.83,1
79,1.7018,16.148,1
80,1.5875,15.36,1
71,1.8288,63.624,0
72,1.524,36.696,1
73,1.6002,11.184,1
80,1.7653,47.1,1
76,1.6002,12.96,1
66,1.7018,26.612,1
74,1.6637,34.48,1
79,1.8542,46.8,0
76,1.6891,604.7745296,1
78,1.8034,604.7745296,0
76,1.5367,17.784,1
82,1.7018,24.084,0
78,1.6002,24.084,1
65,1.5748,17.52,1
73,1.7272,30.36130597,0
66,1.5494,30.36130597,1
79,1.5748,17.61882722,1
78,1.524,26.328,1
83,1.778,26.328,0
76,1.7526,55.716,0
66,1.5748,55.716,1
77,1.5494,30.044,0
52,1.7526,0.0,0
73,1.8288,46.668,0
80,1.651,48.4,1
87,1.8034,48.4,0
72,1.6002,95.696,1
74,1.8288,95.696,0
78,1.5748,12.846,1
83,1.8034,9.6,1
77,1.5494,15.264,1
79,1.7526,69.26821187,0
71,1.6256,69.26821187,1
80,1.6256,15.264,1
75,1.651,11.248,1
69,1.5113,40.11310479,1
70,1.524,23.936,1
78,1.5748,9.24496,1
73,1.5748,15.6,1
79,1.5748,6.6,1
77,1.6764,10.804,1
83,1.524,18.352,1
79,1.8034,15.6,0
73,1.7526,81.648,0
74,1.6002,81.648,1
72,1.7526,54.771,0
79,1.7272,18.984,0
57,1.5748,8.652,1
80,1.524,101.016,1
90,1.7526,101.016,0
65,1.6637,15.94,1
73,1.6256,14.27363111,1
78,1.7018,97.2,0
74,1.7018,97.2,1
82,1.8034,22.2,0
76,1.6002,22.2,1
66,1.6256,15.012,1
73,1.7526,35.501,0
70,1.6764,35.501,1
79,1.6002,9.702,1
63,1.6256,10.92,1
82,1.6256,11.228,1
73,1.59385,56.208,1
68,1.8542,56.208,0
79,1.6764,48.17526509,0
74,1.7018,48.17526509,1
60,1.6002,66.0,1
59,1.651,66.0,0
72,1.651,44.8452,1
82,1.5748,8.559,1
76,1.5494,13.38,1
77,1.8542,80.244,0
74,1.6002,80.244,1
83,1.7018,60.36,0
80,1.6002,20.63824102,1
83,1.7272,20.63824102,0
82,1.7272,19.79,0
68,1.8288,56.83224,0
74,1.524,132.304,1
75,1.7526,193.2,0
66,1.6002,193.2,1
79,1.8288,125.012,0
59,1.6002,125.012,1
78,1.7018,14.4,1
87,1.7526,14.4,0
78,1.8288,19.49668922,0
75,1.6256,29.592,0
73,1.7653,14.88,1
75,1.6256,21.932,1
75,1.6764,33.965,1
74,1.8288,33.965,0
63,1.8542,9.936,0
72,1.7018,26.0,0
73,1.6764,26.0,1
78,1.6129,84.408,1
80,1.8288,84.408,0
78,1.651,0.0,1
74,1.8288,88.99,0
65,1.7018,40.2,1
77,1.651,13.62,1
76,1.7145,30.744,0
73,1.6256,30.744,1
79,1.8034,48.901,0
79,1.524,11.0,1
73,1.6764,7.59,0
64,1.524,7.59,1
72,1.5494,15.6,1
83,1.6256,10.8,1
79,1.5494,24.916,1
63,1.7018,62.40048,1
79,1.6891,13.21,1
72,1.6002,26.095,1
72,1.7272,55.524,1
72,1.6764,55.524,0
82,1.8288,36.6,0
77,1.64465,47.712,1
76,1.7272,47.712,0
76,1.6256,42.72,1
86,1.7526,54.57804,0
81,1.6002,18.0,1
74,1.7018,54.12766694,0
70,1.56845,54.12766694,1
74,1.8542,68.265,0
71,1.6129,68.265,1
79,1.7526,23.92824,1
74,1.6256,52.8,1
85,1.778,52.8,0
76,1.651,93.68376,1
81,1.8796,93.68376,0
82,1.8034,55.80796736,0
72,1.6002,55.80796736,1
73,1.6383,41.22,1
77,1.5748,160.2,1
75,1.651,97.25189408,1
78,1.8034,97.25189408,0
78,1.6002,24.33993009,1
72,1.6002,33.388,1
72,1.8796,33.388,0
77,1.7526,60.1,0
59,1.6256,60.1,1
75,1.7399,23.62,0
79,1.6002,12.0,1
70,1.6637,23.508,0
82,1.6764,13.548,1
76,1.651,20.508,0
74,1.6764,34.2,0
74,1.6002,43.56,1
74,1.6002,37.9956,1
77,1.4986,12.69301057,1
77,1.6256,40.872,1
83,1.524,10.8,1
80,1.7526,60.408,0
74,1.651,60.408,1
76,1.8288,229.5552554,0
60,1.6764,229.5552554,1
72,1.778,64.048,0
62,1.5748,64.048,1
75,1.5494,12.41148006,1
77,1.7272,17.38121201,1
76,1.6256,24.464,1
74,1.4986,44.43844437,1
54,1.7272,14.3,0
73,1.5494,9.852,1
82,1.4986,10.284,1
65,1.6256,6.0,1
81,1.524,22.168,1
96,1.651,22.168,0
82,1.8288,46.77066043,0
76,1.5875,46.77066043,1
80,1.6256,7.6,1
76,1.7018,158.1042601,0
78,1.6256,158.1042601,1
75,1.7272,26.4,0
74,1.4478,26.4,1
72,1.6256,59.08,0
68,1.6256,59.08,1
76,1.8288,128.16,0
75,1.7272,128.16,1
79,1.5875,19.584,1
75,2.0574,73.2,0
72,1.6256,73.2,1
73,1.8034,43.47221858,1
85,1.5748,30.964,1
66,1.6256,33.34,1
77,1.7018,52.956,0
71,1.6256,52.956,1
78,1.6256,122.599,1
81,1.778,122.599,0
76,1.6764,24.648,1
79,1.778,24.648,0
80,1.5875,18.314,1
56,1.5748,28.0,1
74,1.7272,11.136,1
62,1.6764,2.268,0
56,1.7272,10.0,0
71,1.6002,15.2,1
63,1.524,30.3,1
64,1.7526,30.3,0
72,1.8542,299.6208733,0
69,1.6891,299.6208733,1
74,1.778,17.954,0
78,1.7526,87.2,0
74,1.651,87.2,1
80,1.7145,18.5562205,1
76,1.7018,12.3,1
72,1.7272,11.988,0
63,1.8796,8.5,0
61,1.7526,12.3,0
75,1.4224,19.068,1
73,1.3462,10.8,0
59,1.6256,10.8,1
82,1.8034,223.78,0
81,1.7018,223.78,1
81,1.6002,14.50818602,1
75,1.5494,18.624,1
83,1.8034,18.624,0
82,1.7018,75.1775127,0
71,1.6764,75.1775127,1
73,1.6891,43.20137152,1
77,1.4605,89.768,1
72,1.8161,89.768,0
81,1.8542,69.768,0
79,1.6002,69.768,1
81,1.7272,28.812,1
79,1.7018,56.27227446,0
58,1.6002,56.27227446,1
72,1.5748,0.432,1
73,1.7018,19.5560363,1
69,1.651,34.684,1
60,1.9304,34.684,0
76,1.7653,209.6102518,0
73,1.6002,209.6102518,1
73,1.7272,56.6,1
71,1.8542,56.6,0
77,1.5494,54.66,1
77,1.5748,54.66,0
76,1.7526,12.072,1
83,1.6129,27.7,1
77,1.5621,44.68,1
78,1.7018,44.68,0
81,1.7907,36.948,0
82,1.6256,36.948,1
78,1.7526,26.62812,1
81,1.8288,26.62812,0
72,1.5875,24.072,1
77,1.7526,67.08,0
70,1.5748,67.08,1
84,1.8796,44.0,0
82,1.6129,44.0,1
78,1.524,17.884,1
78,1.651,34.44,0
82,1.651,24.505,1
81,1.6002,13.236,1
77,1.4986,18.0010538,1
77,1.7018,31.2,0
84,1.8288,12.0,0
75,1.778,46.63333834,0
78,1.6764,50.4,0
74,1.651,50.4,1
75,1.7018,30.596,0
71,1.6256,40.55264,1
63,1.778,3.0,0
76,1.524,42.03122153,1
75,1.6256,41.2,0
68,1.651,41.2,1
53,1.6002,15.6,1
73,1.651,97.99911494,1
72,1.6256,97.99911494,0
79,1.7018,28.128,0
73,1.8034,25.20172517,0
72,1.5494,25.20172517,1
77,1.5494,19.122,1
70,1.7018,19.122,0
72,1.7272,35.9526,0
77,1.5494,35.9526,1
73,1.7272,48.9,0
68,1.6256,48.9,1
84,1.7526,12.39373427,0
73,1.8542,24.0,0
79,1.5748,35.34,1
73,1.6002,35.712,1
79,1.6764,31.464,1
76,1.6129,34.227,1
75,1.8288,12.31,0
73,1.7399,39.696,0
68,1.524,14.424,1
86,1.6764,25.44,0
73,1.5494,25.44,1
83,1.524,12.0,1
77,1.8288,126.736,0
79,1.6256,126.736,1
79,1.5748,42.3,1
83,1.7526,42.3,0
77,1.778,27.9004,0
83,1.6256,46.06441528,1
85,1.7526,46.06441528,0
72,1.7018,62.50444,1
77,1.778,23.236,1
79,1.778,37.252,0
77,1.5748,37.252,1
67,1.6256,13.668,1
73,1.53035,12.78,1
75,1.8288,40.8,0
69,1.5748,40.8,1
73,1.6256,11.304,1
74,1.6256,6.84,1
78,1.7272,16.032,1
74,1.5748,12.948,1
63,1.6256,3.6,1
76,1.651,14.988,1
83,1.6002,10.2,1
75,1.7272,25.58783553,0
71,1.6256,25.58783553,1
66,1.397,33.0,1
73,1.8796,33.96649539,0
66,1.651,33.96649539,1
72,1.6764,25.707,1
75,1.6002,40.65244625,1
79,1.8288,40.65244625,0
76,1.8288,18.5,0
61,1.7526,0.008,1
65,1.7272,19.86024,0
78,1.8034,26.8,0
77,1.6256,26.8,1
79,1.8034,32.428,0
80,1.8034,16.08,0
62,1.6764,16.08,1
79,1.5748,31.668,1
75,1.7145,18.24,1
69,1.7272,27.124,1
75,1.5748,19.944,1
75,1.7526,19.944,0
73,1.4986,18.0,1
71,1.6256,99.114,1
68,1.8034,99.114,0
82,1.5748,18.228,1
89,1.7399,18.228,0
75,1.8542,119.6,0
79,1.7018,21.732,0
75,1.5748,21.732,1
82,1.8288,40.032,0
76,1.524,40.032,1
78,1.6256,25.764,1
69,1.6002,55.17755885,1
59,1.524,52.0,1
59,1.6764,52.0,0
76,1.4478,0.0,1
79,1.524,18.40065515,1
75,1.4986,36.442,1
74,1.6256,36.442,0
76,1.5748,11.791,1
71,1.6002,12.804,1
80,1.7018,2.796,1
77,1.7526,42.372,1
79,1.6764,42.372,0
75,1.7526,28.056,0
83,1.778,20.4,0
79,1.6256,20.4,1
78,1.8796,64.6,0
56,1.7272,64.6,1
77,1.6256,31.788,1
88,1.8288,31.788,0
79,1.5494,6.9,1
79,1.68275,76.276,1
79,1.8288,22.548,1
83,1.651,22.74,0
83,1.6002,22.74,1
73,1.5748,37.652,0
72,1.524,37.652,1
83,1.7272,8.4,1
75,1.8034,8.66,0
60,1.6002,8.66,1
73,1.6764,25.02,1
73,1.905,25.02,0
81,1.524,30.08712569,1
74,1.651,12.0,1
79,1.7018,22.07490306,1
77,1.524,10.2486,1
74,1.8542,48.30176385,0
68,1.6256,48.30176385,1
76,1.6764,56.02749281,0
76,1.5748,56.02749281,1
75,1.651,14.96,1
81,1.6764,16.848,1
76,1.4732,10.38,1
82,1.778,9.0,1
82,1.6764,15.0,0
77,1.6764,23.736,0
65,1.6764,23.736,1
82,1.6764,5.616,1
80,1.6256,18.42,1
82,1.4986,13.068,1
79,1.5748,24.0,1
72,1.6002,92.79761576,1
78,1.5494,20.256,1
80,1.6256,37.506,1
73,1.7526,45.65987769,0
63,1.651,45.65987769,1
71,1.6764,39.23621787,1
80,1.651,17.22,0
68,1.651,17.22,1
72,1.651,23.044,1
64,1.8796,70.02,0
75,1.8542,12.39280413,0
76,1.778,32.4,0
75,1.651,32.4,1
79,1.7526,22.619,1
82,1.6256,21.3,1
80,1.6002,85.2,1
83,1.8288,85.2,0
74,1.6764,21.12,1
75,1.7018,21.12,0
76,1.651,12.456,1
78,1.8542,48.264,0
78,1.6256,10.872,1
82,1.7018,11.952,1
64,1.651,16.21673132,1
75,1.67005,77.69845327,1
78,1.8669,77.69845327,0
77,1.778,14.64,0
76,1.524,14.64,1
80,1.651,23.4164087,1
58,1.524,45.0,1
76,1.7399,8.8,0
72,1.6891,8.8,1
78,1.5494,18.456,1
82,1.8034,64.04,0
77,1.6637,64.04,1
60,1.8669,27.508,0
83,1.6002,19.536,1
74,1.3589,10.356,1
79,1.7399,13.2,0
50,1.6256,10.932,1
53,1.8542,7.336,0
74,1.6891,49.66326021,0
69,1.5748,49.66326021,1
74,1.6002,51.4,1
74,1.8542,53.8,0
58,1.651,53.8,1
73,1.6764,8.1,1
78,1.5875,11.112,1
80,1.5494,42.21953588,1
82,1.7272,10.944,1
74,1.7526,12.216,0
73,1.78435,10.596,0
73,1.7526,25.0,0
67,1.778,10.8,1
74,1.6764,29.624,1
72,1.9812,74.32238503,0
70,1.7018,74.32238503,1
71,1.8796,48.88749942,1
73,1.6764,17.952,1
78,1.651,22.26006251,1
81,1.905,22.2,0
69,1.7526,66.0,1
63,1.3716,6.5,1
78,1.6256,20.4,1
80,1.6256,27.084,1
79,1.8542,27.084,0
73,1.6256,13.38,1
73,1.8288,67.785241,0
76,1.6383,8.265,1
73,1.8542,288.88,0
71,1.7018,288.88,1
78,1.651,56.568,1
60,1.8034,56.568,0
81,1.6002,99.71842775,1
84,1.6764,99.71842775,0
81,1.6764,45.6,0
72,1.6002,42.8,1
54,1.6256,170.0,1
78,1.6002,13.56,1
74,1.7018,16.38689038,1
77,1.8288,44.46126443,0
73,1.6256,9.6,1
81,1.8288,0.296,1
79,1.7272,28.104,0
76,1.6002,28.104,1
72,1.7526,49.788,0
71,1.6256,49.788,1
78,1.524,12.924,1
77,1.6002,36.00616,1
83,1.6002,14.4,1
73,1.6256,14.892,0
56,1.5748,27.5,1
42,1.524,27.5,0
77,1.8288,18.496,0
75,1.8669,17.392,0
73,1.5748,12.0,1
74,1.7526,11.7,1
75,1.6256,42.0307542,1
68,1.6256,37.584,1
77,1.7018,40.508,0
77,1.6256,40.508,1
75,1.8288,74.7,0
74,1.6764,74.7,1
77,1.7272,22.27874039,1
74,1.6002,48.89810592,1
80,1.7272,8.652,1
73,1.6764,7.5,1
72,1.6256,178.325,1
72,1.5494,54.06,1
80,1.5748,12.1092,1
72,1.7018,9.6,1
69,1.7526,26.74879574,1
80,1.6256,9.612,1
64,1.6764,32.558,1
77,1.524,9.084,1
76,1.5748,7.308,1
62,1.6256,2.304,1
77,1.651,22.896,1
74,1.7526,28.8,0
71,1.5494,28.8,1
76,1.6764,24.236,1
72,1.5494,50.0840528,1
73,1.6256,10.476,1
81,1.7526,5.952,1
77,1.6637,38.15008874,1
76,1.7018,94.74070268,1
77,1.7145,94.74070268,0
79,1.7272,36.216,0
78,1.5494,36.216,1
72,1.4986,63.24957406,1
73,1.5748,14.99137475,1
74,1.6002,14.268,1
77,1.651,9.756,1
82,1.651,9.756,0
74,1.6764,33.348,1
78,1.5875,9.48,1
63,1.5494,33.07127283,1
66,1.7399,33.07127283,0
77,1.5748,22.2,1
72,1.7272,218.325,0
74,1.4986,16.44104219,1
72,1.7272,11.4,1
80,1.9304,13.908,0
67,1.6002,58.4,1
74,1.778,44.4,0
66,1.7272,9.6,0
74,1.6002,31.056,1
79,1.7272,31.056,0
82,1.7018,14.412,0
80,1.5748,16.8,1
76,1.6002,12.0,1
76,1.5748,13.493,1
75,1.7907,64.05662309,0
71,1.651,64.05662309,1
73,1.6002,22.296,1
76,1.6129,63.43547025,1
73,1.7272,25.644,0
77,1.524,19.1074519,1
78,1.8034,10.8,0
80,1.4986,10.8,1
73,1.7018,12.228,1
72,1.8034,79.76,0
70,1.6256,40.188,1
77,1.7272,40.188,0
79,1.7526,12.312,0
74,1.651,16.90633481,1
81,1.524,12.732,1
71,1.6002,10.608,1
75,1.7272,24.5,1
77,1.6256,28.467,1
76,1.8034,46.4,0
52,1.7526,46.4,1
77,1.7907,18.136,0
44,1.6764,18.136,1
75,1.8288,17.46,0
74,1.6256,17.46,1
79,1.5748,15.6,1
74,1.651,8.832,1
74,1.8796,18.588,0
65,1.651,16.494,1
80,1.651,15.6,0
75,1.8034,19.368,1
76,1.8542,19.368,0
77,1.5748,17.624,1
75,1.7018,15.54,0
64,1.5748,15.54,1
73,1.6256,11.388,1
74,1.778,10.392,0
70,1.7526,13.88,1
74,1.651,32.52,0
68,1.6002,32.52,1
80,1.778,20.4,0
66,1.6256,20.4,1
76,1.5748,45.6,1
78,1.8288,9.096,0
73,1.6764,31.423,0
75,1.6256,4.716,1
79,1.651,8.4,1
77,1.6256,25.668,1
81,1.524,7.692,1
81,1.651,0.0,1
60,1.7272,12.84,1
77,1.6764,1.903,0
69,1.6002,9.519,1
69,1.7272,12.792,1
77,1.6002,14.15312297,1
78,1.5748,12.0,1
79,1.7272,23.724,0
76,1.6256,8.82,1
73,1.778,10.356,0
70,1.7018,16.416,1
79,1.6256,9.444,1
69,1.7018,29.964,1
77,1.7526,66.18280745,0
74,1.651,8.4,1
69,1.6256,12.41850274,1
78,1.8542,11.28,0
80,1.8542,36.504,0
73,1.6764,36.504,1
81,1.7018,23.976,1
72,1.8542,10.072,0
81,1.6891,19.188,1
67,1.7526,44.0,1
73,1.524,36.5886432,1
73,1.8034,36.5886432,0
76,1.5748,3.672,1
76,1.7018,27.6,1
83,1.7526,7.56,0
75,1.5748,23.59374188,1
81,1.5494,10.476,1
75,1.7653,38.412,0
77,1.4986,38.412,1
73,1.5748,26.77971198,1
79,1.7526,26.77971198,0
73,1.8796,68.78678173,0
71,1.651,68.78678173,1
82,1.7526,51.6,1
83,1.7526,51.6,0
76,1.6256,10.8,1
82,1.5748,10.8,0
75,1.524,7.464,1
73,1.6002,8.904,1
80,1.6764,11.82,1
76,1.5748,22.8,1
79,1.651,10.992,1
75,1.6256,8.4,1
83,1.6764,11.04,0
77,1.5748,9.732,1
74,1.8288,21.6,0
71,1.6002,21.6,1
76,1.6891,21.46,1
73,1.6256,26.36,1
82,1.8034,26.36,0
79,1.7018,20.05483643,1
79,1.8796,20.05483643,0
73,1.5748,77.684,1
64,1.7272,77.684,0
84,1.7272,22.744,1
77,1.6002,100.048,1
78,1.7526,100.048,0
76,1.651,75.128,1
81,1.8288,98.152,0
83,1.5748,98.152,1
76,1.7018,22.64,0
73,1.6002,22.64,1
71,1.905,16.8,0
81,1.778,52.192,0
75,1.6764,52.192,1
74,1.7018,66.608,0
70,1.5748,66.608,1
78,1.7526,116.544,0
78,1.4986,116.544,1
75,1.5621,40.896,1
83,1.6764,73.18,0
64,1.6256,104.449,1
74,1.651,12.624,1
74,1.6256,67.348,1
83,1.7272,32.328,0
82,1.6002,32.328,1
82,1.7272,52.54916,0
81,1.4986,52.54916,1
76,1.651,23.076,1
75,1.651,13.956,1
75,1.5748,21.6,1
78,1.7907,21.6,0
74,1.651,18.384,1
74,1.778,30.012,0
69,1.6256,30.012,1
73,1.8288,27.50006129,0
72,1.5748,27.50006129,1
77,1.6002,35.60032,1
72,1.6256,12.0,1
78,1.7018,86.784,1
79,1.6002,86.784,0
80,1.7018,79.37396943,1
85,1.8288,79.37396943,0
79,1.7526,45.0,0
78,1.6002,45.0,1
80,1.7272,121.76,0
70,1.5748,121.76,1
81,1.5494,10.068,1
71,1.651,8.664,1
75,1.6002,39.388,1
72,1.6764,39.388,0
79,1.524,6.0,1
75,1.6002,25.436,1
69,1.6764,25.436,0
67,1.5748,12.72,1
61,1.7018,42.408,0
49,1.6256,42.408,1
79,1.6256,15.03305659,1
77,1.6764,32.4,1
62,1.7526,32.4,0
81,1.524,0.963,1
74,2.032,0.0,0
82,1.8034,9.432,1
75,1.6256,9.356,1
78,1.8288,31.42435932,0
71,1.7018,31.42435932,1
72,1.651,24.484,1
74,1.6256,29.8,1
73,1.8034,29.8,0
73,1.7272,59.366,0
66,1.6256,59.366,1
78,1.6637,75.53809676,1
80,1.7526,158.8957678,0
76,1.6891,158.8957678,1
77,1.651,52.14,0
67,1.5494,52.14,1
70,1.4986,20.08435632,1
76,1.778,20.08435632,0
71,1.5494,57.576,1
77,1.8034,89.58,0
71,1.6891,89.58,1
77,1.778,13.164,0
75,1.8288,14.472,0
68,1.651,14.472,1
74,1.5875,24.804,1
81,1.5367,15.432,1
78,1.5748,17.304,1
79,1.7272,22.26,1
85,1.7272,22.26,0
73,1.651,34.684,1
77,1.7526,20.82,0
76,1.4986,20.82,1
78,1.6764,18.048,1
75,1.6256,38.4,1
84,1.8161,27.0,0
66,1.6256,27.0,1
74,1.8288,73.95888106,0
69,1.6002,73.95888106,1
73,1.905,10.8,0
59,1.7018,10.8,1
72,1.524,49.4,1
76,1.8034,31.072,0
76,1.6256,31.072,1
81,1.778,42.649,1
80,1.9304,28.392,0
77,1.7018,28.392,1
72,1.7272,62.692,0
71,1.6002,62.692,1
76,1.7526,33.076,0
63,1.7018,33.076,1
81,1.5621,17.7,1
80,1.8796,120.8282197,0
78,1.6256,120.8282197,1
75,1.8288,22.821,0
69,1.6637,22.821,1
85,1.8796,9.972,0
76,1.7272,24.90689651,0
74,1.6256,28.55182794,1
73,1.6764,17.976,0
70,1.6256,11.88,1
83,1.8034,11.52,0
71,1.5494,38.617,1
75,1.7018,16.05380478,1
71,1.6764,28.992,1
77,1.8288,8.992,0
63,1.8288,20.88,0
74,1.8288,18.12,0
74,1.6764,18.12,1
82,1.7272,12.204,1
73,1.6256,11.292,1
78,1.778,65.50526472,0
81,1.2192,14.556,1
75,1.8542,14.556,0
74,1.7653,37.968,0
71,1.651,37.968,1
83,1.8288,39.848,0
72,1.7018,39.848,1
76,1.524,9.888,1
75,1.7018,3.708,1
52,1.651,141.98,1
78,1.7526,12.948,0
68,1.6256,15.468,1
75,1.8288,36.38781111,0
60,1.7018,36.38781111,1
60,1.651,9.168,1
77,1.6256,40.888,1
81,1.5748,12.82,1
82,1.8288,53.316,0
79,1.6256,53.316,1
73,1.6002,48.02,1
67,1.7526,26.01,0
74,1.524,18.887,1
72,1.6002,10.086,1
75,1.6256,22.5,1
77,1.6891,232.8608498,1
80,1.7272,232.8608498,0
76,1.8034,7.68,1
76,1.8288,27.31195946,0
75,1.6764,27.31195946,1
73,1.7272,10.116,0
75,1.6002,47.644,0
54,1.4732,47.644,1
73,1.7018,21.96335567,1
79,1.5748,14.88,1
76,1.7018,21.348,0
73,1.5748,21.348,1
80,1.5494,16.68,1
76,1.7018,16.68,0
72,1.651,78.08397967,0
71,1.524,78.08397967,1
83,1.6256,15.6,1
75,1.6256,29.424,1
80,1.6764,38.028,0
77,1.7399,35.371,0
77,1.5748,35.371,1
76,1.524,25.392,1
74,1.6764,15.6,0
74,1.6002,15.6,1
76,1.6764,22.2,0
71,1.6256,22.2,1
80,1.6002,12.0,1
67,1.524,44.0,1
75,1.7272,24.192,0
50,1.6256,9.84,1
77,1.651,19.128,0
77,1.3208,19.128,1
76,1.5367,23.4,1
74,1.6764,0.396,1
70,1.651,0.396,0
85,1.5748,21.588,1
66,1.651,0.0,0
59,1.6764,17.309,1
76,1.6764,17.376,0
72,1.6002,17.376,1
80,1.5494,9.54,0
69,1.524,7.584,1
72,1.5748,9.612,1
72,1.651,9.54,0
74,1.5748,28.656,1
71,1.524,28.656,0
72,1.6002,11.4,0
74,1.524,11.4,1
76,1.524,44.0,1
77,1.4986,14.736,1
56,1.6002,41.0,1
58,1.651,41.0,0
82,1.6764,24.0,0
86,1.5748,24.0,1
73,1.6002,49.75777905,1
74,1.7526,49.75777905,0
79,1.524,9.6,1
78,1.6764,19.68,0
73,1.6002,19.68,1
79,1.6764,21.684,0
86,1.4986,21.684,1
72,1.7018,58.05083778,0
64,1.6764,58.05083778,1
76,1.7272,18.38,0
58,1.6764,18.38,1
75,1.7018,35.736,0
75,1.6256,35.736,1
74,1.6256,54.0,1
76,1.6002,8.4,1
68,1.6002,15.7,1
74,1.6764,39.35031636,0
63,1.6002,39.35031636,1
65,1.6256,44.68142007,1
66,1.6891,44.68142007,0
77,1.5748,10.236,1
76,1.524,13.8,1
76,1.6256,13.8,0
75,1.4478,14.4,1
73,1.6256,37.008,0
68,1.5748,37.008,1
77,1.4986,12.228,1
77,1.5494,14.4929488,1
76,1.6002,18.18,1
75,1.778,18.18,0
80,1.5494,91.2024,1
75,1.6256,22.08,1
83,1.3716,21.94748242,1
78,1.524,16.3,1
62,1.5494,24.0,1
50,1.7272,24.0,0
66,1.524,10.992,1
79,1.6764,12.24,1
79,1.6764,12.3,1
82,1.7145,39.452,0
73,1.7272,158.3,0
71,1.5748,158.3,1
74,1.5494,8.592,1
80,1.5494,1.224,1
66,1.524,11.4,1
79,1.524,9.4,1
59,1.6764,6.067,0
82,1.5748,14.268,1
75,1.6256,9.972,1
80,1.651,9.432,1
76,1.7018,14.4,0
83,1.5748,14.4,1
72,1.5494,8.4,1
76,1.6256,11.688,1
73,1.6256,13.2,1
72,1.5621,9.996,1
78,1.5748,15.6,1
80,1.53035,11.76,0
76,1.524,11.76,1
66,1.6256,24.648,1
79,1.6129,38.172,1
73,1.6256,29.77691143,1
83,1.6256,29.77691143,0
66,1.3716,10.788,1
74,1.6764,37.368,0
68,1.5494,37.368,1
76,1.7526,54.96,0
67,1.524,54.96,1
74,1.6764,37.2,0
78,1.651,61.9,1
52,1.6764,50.2,1
64,1.7272,50.2,0
76,1.7272,22.00913809,0
75,1.778,23.08,0
82,1.5494,10.8,1
81,1.5494,14.428,1
73,1.8542,54.432,0
70,1.5748,54.432,1
76,1.651,43.344,1
87,1.7018,43.344,0
73,1.6764,61.466,0
74,1.4986,61.466,1
77,1.6256,11.748,0
73,1.7018,26.4,1
71,1.6764,26.4,0
70,1.524,13.076,1
73,1.524,7.38,1
82,1.524,9.216,1
78,1.7272,91.092,0
67,1.6764,91.092,1
74,1.7526,26.832,0
71,1.7272,26.832,1
76,1.5748,11.904,1
81,1.7272,16.56,0
83,1.5748,16.56,1
67,1.6256,9.372,1
79,1.651,12.012,1
67,1.6256,22.03132741,1
76,1.6256,28.08,1
80,1.778,28.08,0
81,1.8288,10.104,0
75,1.7018,15.6,1
81,1.4732,19.992,1
77,1.7272,13.2,0
80,1.5875,4.68,1
73,1.7018,10.15,1
82,1.7526,17.844,0
77,1.778,11.82,0
76,1.6764,12.24,1
82,1.651,0.0,0
82,1.651,18.0,1
74,1.7018,54.6,0
74,1.4478,54.6,1
82,1.778,103.271,0
83,1.5748,103.271,1
80,1.778,12.4,0
71,1.524,12.4,1
83,1.6764,71.80288,1
73,1.6764,12.192,1
73,1.7272,41.35413981,0
68,1.6764,41.35413981,1
